shipid,cargid ,convid,convType,EntryMonth,EntryDay,fromport,NotePort,fromportJP,province,cargtype,cargqual,cargqualJP,cargquant,UoM,NoteCarg,Taxid,taxAmountKanmon,taxPayMonth,taxPayDay,NoteSekiryo,LaissezPasser1,Volume concerné1,LaissezPasser2,Volume concerné2,LaissezPasser3,Volume concerné3,LaissezPasser4,Volume concerné4,LaissezPasser5,Volume concerné5,Libellé,Note laissez-passer,capid,capname,capnameJP,NoteCap,agentid,agentname,agentnameJP,agentNote,Latitude,Longitude,note
1572,2061,,,11,22,Utatsu,,宇田津・宇多津,Sanuki,oilseeds,perilla,山崎胡麻,46.5,koku,,100 000,0.000 ,0,0,,Yamazaki,null,null,null,null,null,null,null,null,null,山崎物,,202,Saburotaro,三郎太郎,四郎二郎枝舟,TOI20,Hotoku,法徳,,34.308389,133.825722,
1573,2062,,,11,22,Ushimado,泊,牛窓,Bizen,oilseeds,goma (sésame?),コマ・胡麻,1,koku,,1336,0.200 ,12,4,,null,null,null,null,null,null,null,null,null,null,null,,46,Hachirojiro,八郎二郎,,-1,illisible,,,34.61775,134.15775,
1573,2063,,,11,22,Ushimado,,牛窓,Bizen,salt,Kojima,小嶋・小シマ,40,koku,,1336,0.200 ,12,4,,null,null,null,null,null,null,null,null,null,null,null,,46,Hachirojiro,八郎二郎,,-1,illisible,,,34.61775,134.15775,
1574,2064,,,11,22,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,80,kokume,,1337,0.250 ,13,10,,null,null,null,null,null,null,null,null,null,null,null,,108,Kanimori,掃部,林,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1575,2065,,,11,23,Sakoshi,,坂越,Harima,fishery,holothuries,ナマコ・生海子,200,go,,1338,0.100 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,252,Shojizaburo,庄司三郎,,TOI35,Magotaro,孫太郎,,34.768278,134.417806,
1576,2066,,,11,23,Sakoshi,,坂越,Harima,fishery,holothuries,ナマコ・生海子,220,go,,1339,0.110 ,12,1,,null,null,null,null,null,null,null,null,null,null,null,,249,Shirozaburo,四郎三郎,,TOI35,Magotaro,孫太郎,,34.768278,134.417806,
1577,2067,,,11,23,Bessho,,別所,Harima,rice,riz,米・コメ,24,koku,,100 000,0.000 ,0,0,泉涌寺過書皆納畢,Sennyūji,null,null,null,null,null,null,null,null,null,泉涌寺過書,,244,Shiro,四郎,,0,Aucun,null,,34.804306,134.753472,
1578,2068,,,11,23,Amagasaki,,尼崎,Settsu,oilseeds,perilla,山崎胡麻,40,koku,「コマ」,100 000,0.000 ,0,0,在之起請文,Yamazaki,null,null,null,null,null,null,null,null,null,山崎物,,276,Taro,太郎,,0,Aucun,null,,34.713861,135.418167,
1579,2069,,,11,25,Hyōgo,,兵庫（地下）,Settsu,miscellaneous,nattes de paille,莚,200,mai,,1340,0.620 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,殿,0,Aucun,null,,34.669639,135.174528,
1579,2070,,,11,25,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,20,koku,,1340,0.620 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,殿,0,Aucun,null,,34.669639,135.174528,
1579,2071,,,11,25,Hyōgo,,兵庫（地下）,Settsu,salt,Bingo,備後,20,koku,,1340,0.620 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,殿,0,Aucun,null,,34.669639,135.174528,
1580,2072,,,11,25,Hyōgo,,兵庫（地下）,Settsu,wood/construction materials,bois brut,榑・クレ,150,kokume,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,円教,0,Aucun,null,,34.669639,135.174528,
1581,2073,,,11,26,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,30,koku,はんさう,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,115,Katabejiro,形部二郎,嶋上,0,Aucun,null,,34.669639,135.174528,
1582,2074,,,11,26,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,30,koku,五斗俵,200 000,,,,545 mon payés le jour-même → effacé,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,市,0,Aucun,null,,34.669639,135.174528,
1583,2075,,,11,26,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,20,koku,五斗俵,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,枝舟,0,Aucun,null,,34.669639,135.174528,
1584,2076,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,50,koku,はんさう,1341,0.545 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,93,Jirotaro1,二郎太郎,妙行,0,Aucun,null,,34.713861,135.418167,
1585,2077,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,16,koku,はんさう,1342,0.200 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,93,Jirotaro1,二郎太郎,妙行,0,Aucun,null,,34.713861,135.418167,
1586,2078,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,55,koku,はんさう,1343,0.600 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,93,Jirotaro1,二郎太郎,,0,Aucun,null,,34.713861,135.418167,
1587,2079,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,55,koku,はんさう,1344,0.600 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,93,Jirotaro1,二郎太郎,,0,Aucun,null,,34.713861,135.418167,
1588,2080,,,11,26,Amagasaki,,尼崎,Settsu,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yodo 11 ships,null,null,null,null,null,null,null,null,null,淀十一艘内,,202,Saburotaro,三郎太郎,大物,0,Aucun,null,,34.713861,135.418167,
1589,2081,,,11,26,Amagasaki,,尼崎,Settsu,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yodo 11 ships,null,null,null,null,null,null,null,null,null,淀十一艘内,,220,Sakonjiro,左近二郎,市庭,0,Aucun,null,,34.713861,135.418167,
1590,2082,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz rouge,赤米,20,koku,ハんさう,1345,0.420 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,187,Rokurojiro1,六郎二郎,大物,0,Aucun,null,,34.713861,135.418167,
1590,2083,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,10,koku,,1345,0.420 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,187,Rokurojiro1,六郎二郎,大物,0,Aucun,null,,34.713861,135.418167,
1591,2084,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,27,koku,ハんさう,1346,0.300 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,187,Rokurojiro1,六郎二郎,,0,Aucun,null,,34.713861,135.418167,
1592,2085,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,10,koku,ハんさう,1347,0.545 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,219,Sakongoro,左近五郎,大物,0,Aucun,null,,34.713861,135.418167,
1593,2086,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,30,koku,ハんさう,1348,0.345 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,219,Sakongoro,左近五郎,,0,Aucun,null,,34.713861,135.418167,
1594,2087,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,45,koku,ハんさう,1349,0.500 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,219,Sakongoro,左近五郎,松江形部二郎舩,0,Aucun,null,,34.713861,135.418167,
1595,2088,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,35,koku,ハんさう,1350,0.380 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,219,Sakongoro,左近五郎,室衛門二郎舩,0,Aucun,null,,34.713861,135.418167,
1596,2089,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,70,koku,ハんさう,1351,0.745 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,222,Sakonshiro,左近四郎,大物,0,Aucun,null,,34.713861,135.418167,
1597,2090,,,11,26,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,40,koku,ハんさう,1352,0.445 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,222,Sakonshiro,左近四郎,,0,Aucun,null,,34.713861,135.418167,
1598,2091,,,11,26,Eigashima,,営嶋・栄嶋,Harima,rice,riz,米・コメ,35,koku,,1353,0.600 ,14,26,米五斗上　内用,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,,TOI4,Dokan,道観,,34.680389,134.9135,
1599,2092,,,11,26,Eigashima,,営嶋・栄嶋,Harima,rice,riz,米・コメ,30,koku,,1354,0.520 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,,-1,illisible,,,34.680389,134.9135,
1600,2093,,,11,26,Uozaki,,魚崎,Settsu,rice,riz,米・コメ,26,koku,ハんさう,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,63,Hyoe,兵衛,枝舟,TOI8,Doyu,道祐,,34.712361,135.270417,
1601,2094,,,11,26,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,40,koku,ハんさう,1355,0.445 ,12,7,,null,null,null,null,null,null,null,null,null,null,null,,151,Magoroku,孫六,,TOI35,Magotaro,孫太郎,,34.786222,134.587361,
1602,2095,,,11,26,Naba,,那波,Harima,rice,riz,米・コメ,10,koku,ハんさう,1356,0.200 ,13,10,,null,null,null,null,null,null,null,null,null,null,null,,68,Hyoemonshiro,兵衛門四郎,,TOI35,Magotaro,孫太郎,,34.809556,134.465444,
1602,2096,,,11,26,Naba,,那波,Harima,salt,Aga,あか・アカ・阿賀,15,koku,,1356,0.200 ,13,10,,null,null,null,null,null,null,null,null,null,null,null,,68,Hyoemonshiro,兵衛門四郎,,TOI35,Magotaro,孫太郎,,34.809556,134.465444,
1603,2097,,,11,26,Naba,,那波,Harima,oilseeds,perilla,山崎胡麻,44,koku,45→correction,1357,0.053 ,11,26,起請在之,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,,TOI35,Magotaro,孫太郎,,34.809556,134.465444,
1603,2098,,,11,26,Naba,,那波,Harima,beans,soja,大豆,0.5,koku,,1357,0.053 ,11,26,起請在之,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,,TOI35,Magotaro,孫太郎,,34.809556,134.465444,
1604,2099,,,11,26,Nakashō,,中庄,Harima,fishery,anchois,小鰯・小イハシ,35,da,UoM→kokume,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,205,Saemongoro,左衛門五郎,,TOI35,Magotaro,孫太郎,,34.742861,134.389972,
1605,2100,,,11,26,Nakashō,,中庄,Harima,oilseeds,perilla,山崎胡麻,46,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,332,Yudo,祐道,,TOI35,Magotaro,孫太郎,,34.742861,134.389972,
1606,2101,,,11,26,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,32,da,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,142,Kurozaburo,九郎三郎,ふくら,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1607,2102,,,11,26,Ushimado,関,牛窓,Bizen,oilseeds,perilla,山崎胡麻,45,koku,,1358,0.169 ,12,7,起請在之,null,null,null,null,null,null,null,null,null,null,null,,306,Toshichidayu,藤七大夫,,TOI13,Emonshiro,衛門四郎,,34.61775,134.15775,
1608,2103,,,11,26,Ushimado,泊,牛窓,Bizen,oilseeds,perilla,山崎胡麻,61,koku,,1359,0.045 ,12,7,起請在之,null,null,null,null,null,null,null,null,null,null,null,,109,Kanimoridayu,掃部大夫,,TOI22,Jiro1,二郎,,34.61775,134.15775,
1609,2104,,,11,26,Ushimado,あい,牛窓,Bizen,beans,fèves,マメ,20,koku,五斗俵,1360,0.600 ,12,9,代替,null,null,null,null,null,null,null,null,null,null,null,,60,Hikozaburo,彦三郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1609,2105,,,11,26,Ushimado,あい,牛窓,Bizen,rice,riz,米・コメ,25,koku,五斗俵,1360,0.600 ,12,9,代替,null,null,null,null,null,null,null,null,null,null,null,,60,Hikozaburo,彦三郎,,12,Emonkuro,衛門九郎,,34.61775,134.15775,
1610,2106,,,11,26,Onomichi,,尾道,Bingo,salt,Bingo,備後,40,koku,,1361,1.200 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,161,Matashiro,又四郎,,-1,illisible,,□郎,34.4105,133.20275,
1610,2107,,,11,26,Onomichi,,尾道,Bingo,salting,sardines « rouges » (salaisons),赤鰯,60,kokume,,1361,1.200 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,161,Matashiro,又四郎,,-1,illisible,,□郎,34.4105,133.20275,
1611,2108,,,11,26,Shimotsui,,下津井,Bizen,beans,fèves,マメ,10,koku,,1362,0.720 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,191,Rokurozaemon,六郎左衛門,,TOI8,Doyu,道祐,,34.438083,133.797389,
1611,2109,,,11,26,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,170,koku,,1362,0.720 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,191,Rokurozaemon,六郎左衛門,,TOI8,Doyu,道祐,,34.438083,133.797389,
1612,2110,,,11,26,Shimotsui,,下津井,Bizen,beans,fèves,マメ,50,koku,,1363,1.345 ,12,6,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
1612,2111,,,11,26,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,170,koku,,1363,1.345 ,12,6,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,,8,Doyu,道祐,,34.438083,133.797389,
1613,2112,,,11,26,Shimotsui,,下津井,Bizen,beans,fèves,マメ,10,koku,,1364,0.760 ,12,6,,null,null,null,null,null,null,null,null,null,null,null,,18,Emonkuro,衛門九郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
1613,2113,,,11,26,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,190,koku,,1364,0.760 ,12,6,,null,null,null,null,null,null,null,null,null,null,null,,18,Emonkuro,衛門九郎,,8,Doyu,道祐,,34.438083,133.797389,
1614,2114,,,11,26,Tajima,,田嶋,Bingo,salt,Bingo,備後,20,koku,,1365,2.200 ,12,13,,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,,TOI31,Magogoro,孫五郎,,34.366167,133.303528,
1614,2115,,,11,26,Tajima,,田嶋,Bingo,salting,sardines « rouges » (salaisons),赤鰯,110,kokume,,1365,2.200 ,12,13,,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,,31,Magogoro,孫五郎,,34.366167,133.303528,
1615,2116,,,11,26,Banda,,番田,Bizen,oilseeds,perilla,山崎胡麻,50,koku,,1366,0.320 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,3,Daizo,大蔵,,TOI12,Emonkuro,衛門九郎,,34.564611,134.025639,
1616,2117,,,11,26,Hachihama,,八浜・八潟,Bizen,rice,riz,米・コメ,70,koku,サヌキ斗,1367,1.200 ,12,1,2 kan → correction,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
1616,2118,,,11,26,Hachihama,,八浜・八潟,Bizen,salt,Kojima,小嶋・小シマ,80,koku,,1367,1.200 ,12,1,2 kan → correction,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
1617,2119,,,11,26,Setoda,,瀬戸田,Aki,salt,Bingo,備後,30,koku,,1368,2.345 ,12,13,,null,null,null,null,null,null,null,null,null,null,null,,142,Kurozaburo,九郎三郎,新衛門枝舟,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
1617,2120,,,11,26,Setoda,,瀬戸田,Aki,salting,sardines « rouges » (salaisons),赤鰯,120,kokume,,1368,2.345 ,12,13,,null,null,null,null,null,null,null,null,null,null,null,,142,Kurozaburo,九郎三郎,新衛門枝舟,13,Emonshiro,衛門四郎,,34.305,133.088806,
1618,2121,,,11,26,Yuge,,弓削・以下・弓梳,Iyo,salt,Bingo,備後,20,koku,,1369,3.400 ,12,17,,null,null,null,null,null,null,null,null,null,null,null,,144,Magobei,孫兵衛,,TOI8,Doyu,道祐,,34.258083,133.205389,
1618,2122,,,11,26,Yuge,,弓削・以下・弓梳,Iyo,salting,sardines « rouges » (salaisons),赤鰯,180,kokume,,1369,3.400 ,12,17,,null,null,null,null,null,null,null,null,null,null,null,,144,Magobei,孫兵衛,,8,Doyu,道祐,,34.258083,133.205389,
1619,2123,,,11,26,Kajishima,,梶嶋（椎嶋）,Incertain,rice,riz,米・コメ,5,koku,ゐ川斗,1370,0.070 ,11,26,,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,0,Aucun,null,,0,0,
1620,2124,,,11,27,Hyōgo,,兵庫（地下）,Settsu,oilseeds,goma (sésame?),コマ・胡麻,20,koku,五斗俵,1371,1.000 ,13,27,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,ふんこや,0,Aucun,null,,34.669639,135.174528,
1620,2125,,,11,27,Hyōgo,,兵庫（地下）,Settsu,beans,fèves,マメ,35,koku,,1371,1.000 ,13,27,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,ふんこや,0,Aucun,null,,34.669639,135.174528,
1621,2126,,,11,27,Hyōgo,,兵庫（地下）,Settsu,oilseeds,goma (sésame?),コマ・胡麻,15,koku,五斗俵,1372,0.650 ,11,27,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,ふんこや,0,Aucun,null,,34.669639,135.174528,
1621,2127,,,11,27,Hyōgo,,兵庫（地下）,Settsu,beans,fèves,マメ,15,koku,,1372,0.650 ,11,27,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,ふんこや,0,Aucun,null,,34.669639,135.174528,
1621,2128,,,11,27,Hyōgo,,兵庫（地下）,Settsu,cereals,sarrasin,ソハ,5,koku,,1372,0.650 ,11,27,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,ふんこや,0,Aucun,null,,34.669639,135.174528,
1622,2129,,,11,27,Muro,,室,Harima,fishery,holothuries,ナマコ・生海子,250,go,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,272,Sukezaburo1,助三郎,橋,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1623,2130,,,11,27,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,20,da,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,橋,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1624,2131,,,11,27,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,18,da,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,206,Saemonjiro1,左衛門二郎,ふくら,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1625,2132,,,11,27,Ushimado,泊,牛窓,Bizen,beans,fèves,マメ,35,koku,五斗俵,200 000,,,,上ニテ損舩ト云也但本舩当□アリ河舟ニテ上ル荷損ト,null,null,null,null,null,null,null,null,null,null,null,,223,Sakontaro,左近太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1625,2133,,,11,27,Ushimado,泊,牛窓,Bizen,forage production,châtaignes,栗,1,koku,搗栗,200 000,,,,上ニテ損舩ト云也但本舩当□アリ河舟ニテ上ル荷損ト,null,null,null,null,null,null,null,null,null,null,null,,223,Sakontaro,左近太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1625,2134,,,11,27,Ushimado,泊,牛窓,Bizen,beans,haricots azuki,アツキ・小豆,10,koku,,200 000,,,,上ニテ損舩ト云也但本舩当□アリ河舟ニテ上ル荷損ト,null,null,null,null,null,null,null,null,null,null,null,,223,Sakontaro,左近太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1626,2135,,,11,27,Ushimado,泊,牛窓,Bizen,salt,Kojima,小嶋・小シマ,40,koku,,1373,2.500 ,12,23,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,室,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1626,2136,,,11,27,Ushimado,泊,牛窓,Bizen,fishery,sardines,イワシ・鰯,140,kokume,,1373,2.500 ,12,23,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,室,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1627,2137,,,11,27,Ushimado,あい,牛窓,Bizen,fishery,sardines,イワシ・鰯,120,kokume,,1374,2.100 ,12,15,代替,null,null,null,null,null,null,null,null,null,null,null,,45,Hachirogorodaizo,八郎五郎大蔵,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1628,2138,,,11,27,Ushimado,泊,牛窓,Bizen,oilseeds,perilla,山崎胡麻,150,koku,,1375,0.045 ,12,7,起請文在之,null,null,null,null,null,null,null,null,null,null,null,,108,Kanimori,掃部,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1629,2139,,,11,27,Ushimado,泊,牛窓,Bizen,beans,fèves,マメ,20,koku,,1376,2.600 ,12,17,□□□詫事□□畢,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,西ワキ,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1629,2140,,,11,27,Ushimado,泊,牛窓,Bizen,salt,Bingo,備後,30,koku,,1376,2.600 ,12,17,□□□詫事□□畢,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,西ワキ,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1629,2141,,,11,27,Ushimado,泊,牛窓,Bizen,fishery,sardines,イワシ・鰯,130,kokume,,1376,2.600 ,12,17,□□□詫事□□畢,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,西ワキ,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1630,2142,,,11,27,Inbe,,伊部・伊阝,Bizen,beans,fèves,マメ,5,koku,五斗俵,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,-1,illisible,,,34.738278,134.161194,
1630,2143,,,11,27,Inbe,,伊部・伊阝,Bizen,cereals,sarrasin,ソハ,10,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,-1,illisible,,,34.738278,134.161194,
1630,2144,,,11,27,Inbe,,伊部・伊阝,Bizen,household/furniture/utensils,pots,ツホ等,50,unit,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,-1,illisible,,,34.738278,134.161194,
1631,2145,,,11,27,Inbe,,伊部・伊阝,Bizen,beans,fèves,マメ,10,koku,五斗俵,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,-1,illisible,,,34.738278,134.161194,
1631,2146,,,11,27,Inbe,,伊部・伊阝,Bizen,household/furniture/utensils,pots,ツホ等,70,unit,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,-1,illisible,,,34.738278,134.161194,
1632,2147,,,11,27,Kōsai,,香西・幸西,Sanuki,salt,Katamoto,方本・潟元,15,koku,,1377,0.380 ,12,19,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,TOI4,Dokan,道観,,34.346528,133.998833,
1632,2148,,,11,27,Kōsai,,香西・幸西,Sanuki,beans,fèves,マメ,18,koku,サヌキ斗,1377,0.380 ,12,19,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,4,Dokan,道観,,34.346528,133.998833,
1632,2149,,,11,27,Kōsai,,香西・幸西,Sanuki,oilseeds,goma (sésame?),コマ・胡麻,3,koku,,1377,0.380 ,12,19,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,4,Dokan,道観,,34.346528,133.998833,
1632,2150,,,11,27,Kōsai,,香西・幸西,Sanuki,fishery,nishi,にし,8,kokume,,1377,0.380 ,12,19,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,4,Dokan,道観,,34.346528,133.998833,
1633,2151,,,11,27,Kamakari,,蒲苅,Aki,textile,textile,布,215,taba,,1378,1.500 ,12,9,四貫三百文　十二廿四　布除定,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,TOI8,Doyu,道祐,,34.1875,132.69025,
1633,2152,,,11,27,Kamakari,,蒲苅,Aki,beans,fèves,マメ,120,koku,ふんこサウ,1378,1.500 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,8,Doyu,道祐,,34.1875,132.69025,
1634,2153,,,11,27,Kamakari,,蒲苅,Aki,textile,textile,布,201,taba,,1379,1.100 ,12,11,四貫廿文　十二廿四　布除定,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,"湯入間堅詫事アリ
仍大慨免畢",TOI8,Doyu,道祐,,34.1875,132.69025,
1634,2154,,,11,27,Kamakari,,蒲苅,Aki,beans,fèves,マメ,140,koku,ふんこサウ,1379,1.100 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,"湯入間堅詫事アリ
仍大慨免畢",8,Doyu,道祐,,34.1875,132.69025,
1635,2155,,,11,27,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,10,koku,五斗俵,1380,0.280 ,12,12,,null,null,null,null,null,null,null,null,null,null,null,,18,Emonkuro,衛門九郎,辰巳,0,Aucun,null,,34.713861,135.418167,
1635,2156,,,11,27,Amagasaki,,尼崎,Settsu,beans,fèves,マメ,10,koku,,1380,0.280 ,12,12,,null,null,null,null,null,null,null,null,null,null,null,,18,Emonkuro,衛門九郎,,0,Aucun,null,,34.713861,135.418167,
1636,2157,,,11,27,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,50,koku,ハんさう,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,0,Aucun,null,,34.717917,135.438028,
1637,2158,,,11,27,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,10,koku,ハんさう,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,276,Taro,太郎,,0,Aucun,null,,34.717917,135.438028,
1637,2159,,,11,27,Kuise,,杭瀬,Settsu,salt,Aga,あか・アカ・阿賀,15,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,276,Taro,太郎,,0,Aucun,null,,34.717917,135.438028,
1638,2160,Q,A,11,27,Bessho,,別所,Harima,rice,riz,米・コメ,51,koku,,1381,0.223 ,12,1,合五艘札料足出畢,Shōkokuji,300,null,null,null,null,null,null,null,null,普広院殿過書之内,Fukō.in,82,Jiro1,二郎,,0,Aucun,null,,34.804306,134.753472,
